User_ID,Age,Gender,Age Group,Category,Profession_Type,Daily_Screen_Time,Social_Media_Time,Study_Time,Entertainment_Time,Device_Before_Sleep,Sleep_Hours,Sleep_Quality,Stress_Level,Eye_Strain,Physical_Activity,Productivity_Level,Academic_Performance,Concentration_Level
443,50,Male,Adult,Non-Working,Unemployed,7.8,3.8,0.3,7.5,Yes,5.0,Average,7,Yes,0.4,High,25,3
444,67,Male,Senior,Non-Working,Homemaker,3.5,2.0,4.6,0.5,No,4.4,Poor,10,No,2.4,Low,64,5
445,79,Female,Senior,Non-Working,Unemployed,8.6,4.4,1.2,7.4,No,6.1,Average,9,Yes,0.3,Low,38,8
446,16,Female,Teen,Non-Working,Homemaker,2.4,1.9,1.7,0.7,No,4.5,Poor,8,No,1.0,Low,100,2
447,71,Female,Senior,Working,Business,9.4,1.9,4.3,5.1,Yes,8.9,Good,7,Yes,0.8,Low,23,9
448,41,Male,Adult,Non-Working,Homemaker,6.1,0.6,4.9,1.2,Yes,4.4,Poor,6,Yes,1.8,Medium,9,5
449,56,Female,Adult,Non-Working,Homemaker,9.9,0.7,1.9,8.0,No,5.6,Average,3,Yes,1.6,Medium,76,2
450,48,Female,Adult,Working,Healthcare,8.5,1.0,3.4,5.1,Yes,8.9,Good,7,Yes,0.7,High,27,10
451,77,Female,Senior,Non-Working,Unemployed,6.1,3.7,3.5,2.6,No,8.8,Good,3,Yes,1.6,Low,17,6
452,51,Female,Adult,Working,Government,9.5,3.9,1.3,8.2,No,4.6,Poor,5,Yes,0.6,High,30,6
453,50,Male,Adult,Working,IT Services,7.8,1.9,2.6,5.2,No,5.3,Average,2,Yes,0.9,High,60,6
454,25,Male,Adult,Working,Corporate,6.9,3.7,0.1,6.8,No,5.2,Average,2,Yes,0.2,Medium,88,10
455,46,Female,Adult,Working,Freelancer,3.8,3.0,0.6,3.2,Yes,8.4,Good,5,No,0.8,High,46,4
456,31,Male,Adult,Non-Working,Unemployed,3.7,3.9,2.7,1.0,No,4.9,Poor,10,No,1.5,Medium,99,6
457,26,Female,Adult,Working,Corporate,6.8,0.6,0.8,6.0,Yes,8.6,Good,8,Yes,1.5,Medium,64,8
458,57,Male,Adult,Non-Working,Retired,4.0,1.3,3.2,0.8,Yes,4.1,Poor,3,No,1.0,Low,73,2
459,32,Female,Adult,Working,Freelancer,8.0,2.9,4.0,4.0,Yes,4.7,Poor,7,Yes,2.5,Low,11,9
460,57,Male,Adult,Working,Government,8.8,2.6,2.4,6.4,Yes,5.1,Average,1,Yes,1.7,Low,95,7
461,55,Female,Adult,Working,Freelancer,4.2,4.0,0.5,3.7,Yes,8.5,Good,1,No,1.9,High,82,9
462,11,Female,Child,Student,College Student,3.1,4.0,2.0,1.1,Yes,4.3,Poor,10,No,1.9,Medium,80,4
463,30,Female,Adult,Working,Business,4.6,3.3,1.9,2.7,No,6.2,Average,4,No,2.2,Medium,79,9
464,70,Female,Senior,Working,Freelancer,9.8,4.9,1.9,7.9,No,8.1,Good,7,Yes,2.3,Medium,0,6
465,10,Male,Child,Non-Working,Unemployed,6.7,2.6,3.2,3.5,No,5.9,Average,9,Yes,0.9,Medium,76,4
466,71,Male,Senior,Working,Education,8.1,0.7,4.2,3.9,No,5.2,Average,6,Yes,2.1,Low,87,6
467,13,Male,Teen,Student,School Student,9.2,1.1,3.5,5.7,Yes,5.4,Average,9,Yes,1.7,High,72,5
468,69,Male,Senior,Working,Government,4.0,3.1,1.9,2.1,Yes,5.9,Average,6,No,1.5,High,60,10
469,35,Female,Adult,Non-Working,Unemployed,8.2,1.1,1.2,7.0,Yes,6.7,Average,4,Yes,0.2,Medium,10,10
470,23,Male,Adult,Non-Working,Homemaker,6.7,2.6,3.8,2.9,No,4.1,Poor,3,Yes,0.1,Low,42,10
471,49,Female,Adult,Working,Education,6.4,0.9,4.4,2.0,No,5.0,Average,3,Yes,2.1,Medium,8,3
472,14,Male,Teen,Student,School Student,8.8,2.7,0.8,8.0,Yes,4.3,Poor,10,Yes,1.4,Medium,76,6
473,39,Female,Adult,Working,IT Services,3.3,4.6,2.3,1.0,No,4.0,Poor,8,No,1.5,High,1,7
474,19,Male,Teen,Student,School Student,9.4,4.6,2.8,6.6,No,5.6,Average,3,Yes,1.6,High,79,3
475,72,Male,Senior,Working,Business,3.4,2.8,4.3,0.5,Yes,7.1,Good,8,No,1.6,Low,86,5
476,52,Female,Adult,Working,Business,5.4,4.5,3.6,1.8,No,7.3,Good,10,No,1.1,High,66,10
477,38,Male,Adult,Working,Healthcare,5.4,5.0,3.5,1.9,Yes,4.8,Poor,7,No,2.2,High,16,9
478,13,Male,Teen,Student,School Student,8.7,2.2,4.7,4.0,Yes,5.9,Average,4,Yes,0.9,High,69,10
479,36,Female,Adult,Non-Working,Homemaker,3.9,4.8,4.0,0.5,No,5.4,Average,9,No,0.1,Medium,66,3
480,33,Male,Adult,Non-Working,Unemployed,4.2,1.7,0.2,4.0,No,7.5,Good,8,No,1.9,Medium,49,8
481,37,Male,Adult,Non-Working,Retired,3.8,1.4,4.5,0.5,Yes,6.1,Average,3,No,0.1,Medium,26,9
482,73,Male,Senior,Working,Freelancer,6.4,3.2,1.4,5.0,Yes,7.4,Good,10,Yes,1.8,Low,51,6
483,72,Female,Senior,Working,Freelancer,9.9,4.0,1.3,8.6,Yes,4.1,Poor,5,Yes,2.0,High,93,10
484,48,Male,Adult,Working,Education,8.7,0.6,0.3,8.4,No,7.8,Good,9,Yes,1.6,Medium,81,3
485,63,Male,Senior,Working,Business,3.7,4.6,4.5,0.5,No,7.3,Good,6,No,1.2,Low,54,5
486,75,Male,Senior,Non-Working,Retired,5.8,4.7,0.6,5.2,No,4.9,Poor,5,No,2.5,High,74,3
487,69,Male,Senior,Non-Working,Retired,5.6,2.0,4.2,1.4,No,8.6,Good,1,No,1.9,Medium,27,4
488,62,Female,Senior,Non-Working,Retired,4.0,1.6,1.8,2.2,Yes,7.3,Good,6,No,2.4,Medium,84,3
489,74,Female,Senior,Working,IT Services,6.1,2.8,2.9,3.2,Yes,6.7,Average,6,Yes,0.9,High,53,9
490,45,Female,Adult,Working,Corporate,6.8,2.7,0.6,6.2,No,7.8,Good,3,Yes,0.7,High,88,10
491,63,Female,Senior,Non-Working,Homemaker,5.7,0.7,2.3,3.4,No,4.5,Poor,5,No,1.7,Low,43,7
492,63,Male,Senior,Working,Healthcare,9.2,1.0,3.0,6.2,No,7.8,Good,6,Yes,2.4,Low,68,2
493,62,Male,Senior,Non-Working,Unemployed,5.6,4.2,4.3,1.3,Yes,7.7,Good,4,No,1.3,High,76,10
494,10,Female,Child,Student,School Student,6.9,2.7,3.1,3.8,Yes,5.7,Average,5,Yes,1.6,High,56,4
495,77,Male,Senior,Working,Healthcare,7.1,3.9,1.4,5.7,No,4.6,Poor,4,Yes,0.9,Medium,73,2
496,78,Male,Senior,Non-Working,Homemaker,9.8,0.8,2.9,6.9,Yes,6.8,Average,10,Yes,0.7,High,84,2
497,22,Female,Adult,Student,School Student,5.2,4.0,0.6,4.6,No,7.5,Good,3,No,0.7,Medium,92,8
498,80,Female,Senior,Non-Working,Homemaker,2.0,1.5,1.7,0.5,Yes,4.2,Poor,5,No,0.6,Medium,37,2
499,27,Female,Adult,Working,Education,7.2,4.5,1.5,5.7,Yes,4.1,Poor,4,Yes,1.0,Medium,61,5
500,37,Male,Adult,Working,Business,4.4,1.6,4.8,0.5,No,5.4,Average,3,No,0.6,Low,42,7
501,11,Male,Child,Student,College Student,8.1,3.3,0.5,7.6,Yes,6.7,Average,10,Yes,1.0,High,62,6
502,28,Female,Adult,Non-Working,Retired,8.2,3.9,3.0,5.2,No,8.9,Good,9,Yes,2.2,Low,21,3
503,69,Male,Senior,Non-Working,Unemployed,7.9,4.9,2.8,5.1,Yes,5.9,Average,9,Yes,1.1,High,50,6
504,48,Male,Adult,Working,Business,7.9,1.2,1.9,6.0,No,4.5,Poor,8,Yes,2.3,Medium,94,9
505,10,Female,Child,Non-Working,Unemployed,6.8,1.0,2.2,4.6,Yes,8.6,Good,2,Yes,1.2,Low,8,7
506,57,Female,Adult,Working,Corporate,7.7,2.1,2.1,5.6,Yes,7.6,Good,1,Yes,2.4,Medium,71,4
507,28,Female,Adult,Working,IT Services,5.7,4.1,0.4,5.3,No,4.6,Poor,8,No,0.3,Medium,30,6
508,53,Male,Adult,Working,Education,5.3,0.8,3.3,2.0,Yes,4.1,Poor,6,No,2.4,High,37,5
509,43,Female,Adult,Non-Working,Retired,8.6,3.1,4.0,4.6,Yes,8.9,Good,5,Yes,2.3,Low,25,4
510,28,Female,Adult,Non-Working,Unemployed,2.5,4.4,4.3,0.5,Yes,5.7,Average,5,No,0.3,Low,59,7
511,46,Male,Adult,Working,Government,6.6,3.7,3.7,2.9,No,8.7,Good,5,Yes,0.6,High,74,4
512,54,Male,Adult,Non-Working,Retired,8.9,3.4,2.2,6.7,Yes,5.9,Average,3,Yes,0.1,Medium,59,3
513,63,Female,Senior,Non-Working,Homemaker,3.1,3.9,0.4,2.7,No,4.5,Poor,2,No,2.2,Medium,61,5
514,75,Male,Senior,Working,Healthcare,5.7,4.4,0.1,5.6,No,7.6,Good,9,No,0.9,Medium,73,10
515,58,Female,Adult,Non-Working,Retired,6.1,4.8,4.9,1.2,No,6.6,Average,3,Yes,0.6,High,79,7
516,52,Male,Adult,Non-Working,Unemployed,2.5,1.5,2.3,0.5,No,5.2,Average,10,No,0.9,High,23,10
517,23,Female,Adult,Working,Business,3.7,2.4,3.9,0.5,Yes,6.8,Average,6,No,1.2,Medium,79,9
518,62,Female,Senior,Working,Education,2.1,4.0,0.3,1.8,No,9.0,Good,6,No,1.9,Medium,50,10
519,14,Female,Teen,Student,College Student,9.5,3.8,2.2,7.3,Yes,6.8,Average,4,Yes,1.7,High,57,10
520,50,Female,Adult,Non-Working,Retired,6.6,3.3,1.5,5.1,No,4.6,Poor,4,Yes,1.0,Medium,88,10
521,45,Male,Adult,Non-Working,Retired,4.7,2.7,1.0,3.7,No,8.3,Good,6,No,1.6,Medium,35,3
522,56,Male,Adult,Working,Government,8.4,1.2,4.5,3.9,Yes,8.5,Good,1,Yes,2.0,Low,17,3
523,55,Female,Adult,Working,IT Services,6.8,1.5,4.3,2.5,No,5.0,Average,1,Yes,1.5,High,27,10
524,24,Female,Adult,Working,Corporate,9.3,4.2,4.8,4.5,Yes,6.4,Average,9,Yes,0.6,High,62,10
525,65,Female,Senior,Working,Government,3.5,1.4,3.4,0.5,Yes,6.1,Average,1,No,0.5,High,78,9
526,41,Female,Adult,Working,Freelancer,7.2,3.7,2.2,5.0,Yes,8.5,Good,3,Yes,0.3,High,84,6
527,55,Male,Adult,Working,Education,6.6,2.0,4.6,2.0,Yes,6.6,Average,6,Yes,2.0,Medium,32,9
528,50,Female,Adult,Working,Government,8.2,2.5,0.9,7.3,No,6.1,Average,6,Yes,0.4,High,52,3
529,49,Female,Adult,Working,IT Services,7.7,1.8,1.7,6.0,No,4.9,Poor,8,Yes,0.9,High,18,3
530,26,Male,Adult,Working,Freelancer,8.9,2.3,3.5,5.4,No,8.1,Good,6,Yes,2.0,Low,40,2
531,31,Female,Adult,Non-Working,Retired,5.3,4.2,2.9,2.4,No,7.3,Good,5,No,1.5,High,8,5
532,33,Female,Adult,Working,Education,2.6,3.7,2.1,0.5,Yes,5.0,Average,1,No,0.7,Medium,37,4
533,62,Female,Senior,Non-Working,Retired,6.3,2.0,4.2,2.1,Yes,8.6,Good,10,Yes,1.4,Low,37,3
534,68,Female,Senior,Non-Working,Retired,9.0,0.6,4.3,4.7,No,7.3,Good,2,Yes,1.5,Medium,94,7
535,79,Male,Senior,Working,Education,6.7,4.5,3.8,2.9,No,6.7,Average,1,Yes,0.3,Medium,76,9
536,30,Male,Adult,Working,IT Services,3.9,1.8,1.3,2.6,No,7.9,Good,4,No,1.8,Low,25,5
537,75,Female,Senior,Non-Working,Homemaker,8.9,3.8,2.3,6.6,No,4.9,Poor,8,Yes,2.4,High,59,7
538,22,Female,Adult,Non-Working,Retired,9.5,2.6,2.0,7.5,Yes,7.6,Good,8,Yes,1.9,Medium,96,10
539,49,Male,Adult,Working,Education,7.4,3.6,2.2,5.2,Yes,7.1,Good,7,Yes,0.9,High,27,6
540,33,Female,Adult,Working,Healthcare,5.2,4.3,3.1,2.1,Yes,6.4,Average,9,No,2.4,Medium,88,10
541,37,Male,Adult,Working,Business,3.2,3.2,3.3,0.5,Yes,5.5,Average,6,No,1.4,Low,33,4
542,45,Female,Adult,Non-Working,Homemaker,7.4,2.6,0.9,6.5,Yes,7.2,Good,2,Yes,0.9,High,32,3
543,56,Male,Adult,Working,Education,6.9,2.6,0.8,6.1,No,6.9,Average,7,Yes,1.5,Medium,2,2
544,22,Female,Adult,Student,School Student,8.3,0.8,0.3,8.0,Yes,5.8,Average,7,Yes,0.8,Low,71,10
545,43,Female,Adult,Working,Business,3.0,2.5,4.5,0.5,Yes,7.7,Good,5,No,0.8,Medium,33,8
546,78,Male,Senior,Non-Working,Homemaker,6.6,4.7,5.0,1.6,No,4.9,Poor,9,Yes,0.3,High,82,5
547,22,Male,Adult,Student,School Student,4.3,1.6,4.7,0.5,Yes,4.1,Poor,2,No,0.4,Low,73,7
548,17,Female,Teen,Non-Working,Unemployed,7.4,4.9,0.9,6.5,Yes,7.4,Good,4,Yes,1.1,Medium,28,3
549,44,Male,Adult,Working,Corporate,9.3,2.9,1.1,8.2,Yes,8.0,Good,8,Yes,0.3,High,58,5
550,17,Female,Teen,Student,School Student,2.5,0.7,3.3,0.5,No,4.5,Poor,1,No,1.2,Low,75,6
551,51,Male,Adult,Non-Working,Unemployed,2.5,4.5,2.0,0.5,No,5.2,Average,3,No,1.4,High,25,4
552,13,Male,Teen,Non-Working,Unemployed,2.2,3.4,2.7,0.5,Yes,4.1,Poor,8,No,2.2,High,35,9
553,73,Female,Senior,Working,Business,2.5,4.5,4.3,0.5,No,7.6,Good,10,No,1.8,Low,73,7
554,18,Male,Teen,Non-Working,Unemployed,7.3,4.3,2.5,4.8,No,6.8,Average,8,Yes,1.0,Medium,52,2
555,27,Female,Adult,Non-Working,Unemployed,7.2,4.2,3.7,3.5,No,7.0,Good,4,Yes,1.4,Medium,13,5
556,28,Male,Adult,Working,Government,4.3,1.4,3.2,1.1,No,8.6,Good,10,No,0.2,High,57,9
557,57,Male,Adult,Working,Freelancer,3.3,0.8,1.0,2.3,Yes,7.4,Good,4,No,0.3,Medium,20,9
558,21,Male,Adult,Student,College Student,4.0,0.8,4.0,0.5,No,6.3,Average,6,No,1.4,High,90,5
559,56,Female,Adult,Non-Working,Unemployed,6.4,1.8,2.4,4.0,No,5.1,Average,10,Yes,0.6,Medium,39,5
560,80,Female,Senior,Non-Working,Unemployed,4.4,4.1,4.4,0.5,No,6.3,Average,1,No,2.5,Medium,39,7
561,36,Female,Adult,Non-Working,Unemployed,5.5,1.7,2.5,3.0,No,4.8,Poor,10,No,0.8,Low,64,9
562,68,Female,Senior,Working,Business,4.0,2.5,3.5,0.5,Yes,5.7,Average,9,No,1.6,High,16,5
563,64,Male,Senior,Working,Freelancer,8.7,0.6,4.4,4.3,No,6.5,Average,9,Yes,0.5,High,40,6
564,43,Female,Adult,Non-Working,Unemployed,2.8,3.2,2.6,0.5,No,7.0,Good,2,No,1.7,High,60,5
565,27,Female,Adult,Working,Corporate,5.0,2.4,1.2,3.8,Yes,7.9,Good,6,No,1.0,Low,54,10
566,51,Male,Adult,Non-Working,Unemployed,9.8,4.4,4.0,5.8,Yes,4.1,Poor,3,Yes,2.1,Low,8,7
567,54,Female,Adult,Working,Education,9.2,3.5,3.3,5.9,Yes,4.6,Poor,5,Yes,0.6,Low,61,6
568,50,Male,Adult,Non-Working,Retired,10.0,1.0,0.2,9.8,Yes,5.3,Average,7,Yes,0.2,Low,14,8
569,68,Male,Senior,Non-Working,Retired,6.2,1.5,0.2,6.0,No,6.7,Average,7,Yes,0.9,High,7,4
570,36,Female,Adult,Working,Business,8.8,3.9,2.2,6.6,Yes,9.0,Good,5,Yes,2.2,Medium,33,9
571,80,Female,Senior,Working,Education,5.4,4.1,1.1,4.3,Yes,4.1,Poor,9,No,1.6,Low,20,6
572,36,Female,Adult,Working,Freelancer,4.5,0.6,4.0,0.5,No,6.1,Average,1,No,1.4,Low,60,7
573,70,Female,Senior,Non-Working,Homemaker,9.2,4.1,4.4,4.8,No,6.8,Average,1,Yes,1.9,High,48,4
574,51,Female,Adult,Non-Working,Homemaker,2.4,3.0,3.1,0.5,No,4.6,Poor,1,No,1.0,Low,37,3
575,68,Male,Senior,Working,Government,6.3,3.2,1.9,4.4,Yes,5.5,Average,10,Yes,2.0,Low,62,2
576,58,Male,Adult,Non-Working,Homemaker,2.6,1.6,0.5,2.1,No,6.1,Average,6,No,0.5,Low,2,9
577,62,Male,Senior,Non-Working,Retired,5.9,4.3,1.4,4.5,Yes,8.4,Good,5,No,2.3,Medium,26,10
578,63,Male,Senior,Working,Business,3.5,3.8,0.3,3.2,Yes,6.7,Average,4,No,0.3,High,75,5
579,54,Male,Adult,Working,Healthcare,5.6,2.0,0.6,5.0,Yes,6.2,Average,2,No,1.6,Low,53,7
580,80,Female,Senior,Non-Working,Homemaker,5.8,3.4,4.9,0.9,Yes,6.6,Average,7,No,2.4,Medium,79,3
581,39,Female,Adult,Working,Government,2.4,3.8,2.4,0.5,Yes,7.4,Good,2,No,1.8,High,18,5
582,67,Male,Senior,Non-Working,Retired,8.7,2.0,2.0,6.7,Yes,6.4,Average,3,Yes,1.5,Medium,65,3
583,14,Male,Teen,Student,College Student,8.8,3.2,4.0,4.8,Yes,5.2,Average,9,Yes,0.9,Low,84,2
584,12,Male,Child,Student,School Student,8.7,4.4,0.7,8.0,No,4.4,Poor,9,Yes,1.5,Low,75,4
585,26,Female,Adult,Non-Working,Retired,3.4,4.5,4.4,0.5,Yes,8.5,Good,7,No,2.2,Medium,69,10
586,16,Female,Teen,Student,School Student,6.9,4.3,4.0,2.9,Yes,6.4,Average,10,Yes,1.0,Medium,81,3
587,40,Male,Adult,Working,Education,9.8,4.3,2.7,7.1,No,7.8,Good,8,Yes,0.6,Medium,3,5
588,47,Male,Adult,Non-Working,Homemaker,2.7,1.6,0.8,1.9,No,5.4,Average,6,No,0.9,Low,76,3
589,23,Female,Adult,Non-Working,Homemaker,2.1,0.9,0.4,1.7,No,5.8,Average,9,No,1.0,High,33,9
590,22,Male,Adult,Student,School Student,4.5,2.0,1.0,3.5,No,6.5,Average,10,No,1.3,High,63,6
591,29,Male,Adult,Working,Freelancer,4.3,2.7,4.2,0.5,Yes,7.6,Good,5,No,1.4,Low,96,5
592,38,Male,Adult,Working,IT Services,6.0,0.8,2.0,4.0,No,8.6,Good,5,No,1.5,Medium,32,7
593,74,Female,Senior,Non-Working,Homemaker,2.4,4.2,1.3,1.1,No,8.9,Good,5,No,0.4,Medium,33,5
594,73,Male,Senior,Non-Working,Homemaker,6.1,1.8,3.9,2.2,No,4.8,Poor,3,Yes,1.4,High,55,8
595,60,Male,Senior,Working,Freelancer,3.4,0.7,4.3,0.5,No,5.7,Average,3,No,1.8,High,36,7
596,19,Female,Teen,Student,School Student,6.7,4.6,2.7,4.0,No,8.3,Good,3,Yes,0.1,Low,85,2
597,37,Female,Adult,Working,Education,7.5,3.3,1.8,5.7,No,5.9,Average,8,Yes,2.4,Low,24,4
598,80,Male,Senior,Non-Working,Unemployed,4.3,4.9,1.1,3.2,No,7.7,Good,7,No,0.7,Medium,97,3
599,11,Male,Child,Non-Working,Unemployed,3.1,1.0,2.1,1.0,Yes,5.4,Average,2,No,2.1,Low,58,8
600,53,Female,Adult,Working,IT Services,7.9,4.9,2.3,5.6,Yes,6.3,Average,6,Yes,1.9,Low,4,2
601,78,Male,Senior,Non-Working,Unemployed,9.8,2.0,2.9,6.9,Yes,5.3,Average,1,Yes,2.1,High,24,3
602,68,Male,Senior,Non-Working,Retired,3.1,5.0,3.4,0.5,No,8.2,Good,5,No,0.9,High,52,5
603,36,Female,Adult,Working,Freelancer,5.8,4.9,1.0,4.8,No,5.4,Average,6,No,1.6,High,41,9
604,48,Male,Adult,Working,Freelancer,7.1,4.9,1.2,5.9,No,4.5,Poor,8,Yes,1.5,Medium,57,7
605,11,Male,Child,Student,School Student,8.9,4.8,1.6,7.3,No,7.1,Good,10,Yes,2.4,Medium,92,10
606,49,Male,Adult,Working,Healthcare,2.3,3.9,2.8,0.5,Yes,5.5,Average,6,No,0.4,High,34,2
607,18,Male,Teen,Student,College Student,8.6,2.9,3.5,5.1,Yes,4.1,Poor,6,Yes,0.8,Medium,62,7
608,47,Female,Adult,Working,Education,7.0,4.5,1.4,5.6,No,5.0,Average,10,Yes,0.6,High,12,5
609,50,Male,Adult,Non-Working,Unemployed,5.9,2.2,3.1,2.8,No,8.9,Good,6,No,0.9,Low,94,7
610,53,Male,Adult,Working,Freelancer,7.3,4.6,5.0,2.3,Yes,6.7,Average,7,Yes,1.8,High,7,8
611,32,Male,Adult,Working,Business,7.6,1.0,3.7,3.9,No,5.9,Average,9,Yes,0.9,Low,87,3
612,18,Male,Teen,Student,College Student,3.5,4.1,3.8,0.5,No,5.1,Average,7,No,0.5,High,76,2
613,58,Female,Adult,Non-Working,Retired,3.7,1.1,2.9,0.8,No,6.5,Average,10,No,0.4,Low,96,3
614,20,Male,Adult,Non-Working,Homemaker,10.0,2.7,3.3,6.7,No,4.2,Poor,10,Yes,1.4,High,72,8
615,47,Male,Adult,Non-Working,Retired,3.5,0.8,2.1,1.4,Yes,4.7,Poor,8,No,1.2,High,93,8
616,28,Female,Adult,Working,Business,2.2,2.2,1.2,1.0,Yes,8.5,Good,6,No,1.6,High,9,5
617,37,Male,Adult,Working,Corporate,8.2,0.7,3.1,5.1,Yes,7.7,Good,3,Yes,0.2,Low,13,10
618,50,Female,Adult,Working,Government,3.3,2.7,1.4,1.9,No,5.9,Average,10,No,0.3,High,77,6
619,69,Female,Senior,Working,Corporate,5.7,1.7,0.3,5.4,No,7.2,Good,4,No,0.6,Medium,100,9
620,44,Female,Adult,Working,IT Services,5.2,4.4,1.6,3.6,Yes,9.0,Good,8,No,1.9,High,85,10
621,66,Female,Senior,Working,IT Services,5.1,0.6,2.2,2.9,No,5.3,Average,7,No,2.3,Low,8,4
622,59,Female,Adult,Non-Working,Retired,6.4,1.5,4.0,2.4,No,4.7,Poor,2,Yes,0.6,Medium,88,5
623,67,Female,Senior,Non-Working,Retired,8.8,2.6,1.2,7.6,Yes,4.0,Poor,10,Yes,0.6,Medium,56,5
624,24,Female,Adult,Non-Working,Unemployed,9.8,1.7,3.2,6.6,Yes,8.6,Good,3,Yes,1.7,Low,79,7
625,34,Male,Adult,Non-Working,Unemployed,4.9,1.0,2.2,2.7,Yes,5.8,Average,10,No,1.5,Medium,15,7
626,77,Female,Senior,Non-Working,Unemployed,5.9,1.4,1.4,4.5,Yes,6.0,Average,8,No,2.0,Low,96,6
627,24,Female,Adult,Working,Healthcare,5.3,2.4,1.8,3.5,No,6.3,Average,3,No,2.2,Low,23,9
628,17,Male,Teen,Student,School Student,2.1,1.8,0.7,1.4,Yes,4.7,Poor,2,No,1.5,High,72,9
629,12,Male,Child,Student,School Student,6.0,2.4,1.9,4.1,No,7.3,Good,9,No,1.4,Medium,60,2
630,48,Male,Adult,Working,Education,6.8,3.0,2.3,4.5,No,4.1,Poor,1,Yes,0.2,Medium,80,7
631,52,Female,Adult,Working,Freelancer,6.0,3.5,4.0,2.0,Yes,6.2,Average,10,No,1.3,Low,98,10
632,54,Male,Adult,Working,Freelancer,4.5,4.5,0.1,4.4,No,6.8,Average,3,No,0.2,High,35,5
633,42,Male,Adult,Non-Working,Homemaker,4.4,4.8,4.8,0.5,No,4.7,Poor,8,No,0.2,Medium,65,5
634,55,Female,Adult,Working,Education,9.7,0.5,0.6,9.1,Yes,5.7,Average,1,Yes,1.8,Medium,37,10
635,20,Male,Adult,Non-Working,Homemaker,7.5,0.5,1.0,6.5,Yes,5.9,Average,5,Yes,0.3,Medium,76,9
636,79,Female,Senior,Working,IT Services,6.3,0.6,4.5,1.8,No,8.7,Good,9,Yes,2.0,Medium,61,9
637,36,Male,Adult,Non-Working,Homemaker,8.2,1.8,1.7,6.5,Yes,4.4,Poor,10,Yes,2.1,Medium,14,8
638,28,Female,Adult,Working,Education,3.6,2.4,4.2,0.5,Yes,5.4,Average,10,No,0.1,High,61,8
639,55,Male,Adult,Working,Corporate,2.2,4.7,1.6,0.6,Yes,7.5,Good,3,No,2.4,Low,48,5
640,36,Male,Adult,Working,Business,2.1,4.5,3.1,0.5,Yes,8.9,Good,3,No,1.1,Medium,64,6
641,77,Male,Senior,Non-Working,Retired,7.6,0.7,4.4,3.2,Yes,8.7,Good,1,Yes,1.0,High,6,5
642,68,Male,Senior,Working,Freelancer,2.5,4.8,4.1,0.5,Yes,8.7,Good,3,No,2.3,Medium,27,6
643,28,Female,Adult,Non-Working,Homemaker,7.5,4.3,0.2,7.3,Yes,4.6,Poor,2,Yes,1.7,Low,99,8
644,33,Female,Adult,Working,Business,2.6,2.0,0.7,1.9,Yes,4.1,Poor,9,No,2.3,High,77,10
645,35,Female,Adult,Working,Business,3.1,1.8,0.7,2.4,Yes,7.0,Good,5,No,0.6,Medium,36,6
646,67,Male,Senior,Working,Government,6.6,4.2,1.8,4.8,Yes,7.7,Good,7,Yes,2.0,Low,74,4
647,78,Female,Senior,Working,Corporate,2.3,0.6,0.4,1.9,No,4.2,Poor,2,No,2.1,High,42,5
648,70,Female,Senior,Non-Working,Unemployed,8.0,4.8,3.0,5.0,No,7.1,Good,1,Yes,0.4,Medium,98,9
649,31,Male,Adult,Working,IT Services,3.6,1.9,0.3,3.3,No,8.9,Good,7,No,1.5,High,35,2
650,59,Male,Adult,Working,Healthcare,7.3,4.5,0.1,7.2,Yes,6.5,Average,6,Yes,1.9,High,40,6
651,79,Male,Senior,Working,Business,2.5,4.7,2.2,0.5,Yes,5.6,Average,7,No,1.8,Medium,48,2
652,30,Female,Adult,Working,Business,9.8,4.9,1.0,8.8,Yes,8.3,Good,5,Yes,0.7,Medium,64,7
653,17,Female,Teen,Student,School Student,6.6,3.6,1.8,4.8,No,7.9,Good,3,Yes,0.5,Low,58,6
654,51,Male,Adult,Working,Corporate,3.4,2.7,2.3,1.1,No,4.3,Poor,7,No,2.4,High,87,10
655,60,Male,Senior,Working,Business,5.7,3.2,1.3,4.4,No,5.5,Average,5,No,0.5,Low,67,5
656,59,Male,Adult,Non-Working,Retired,2.5,1.5,2.3,0.5,Yes,5.1,Average,7,No,1.7,High,33,2
657,38,Male,Adult,Non-Working,Retired,4.9,1.0,4.4,0.5,Yes,7.5,Good,5,No,2.3,High,30,3
658,60,Male,Senior,Working,Education,7.7,2.7,3.5,4.2,No,6.2,Average,1,Yes,1.6,Low,61,10
659,67,Male,Senior,Non-Working,Homemaker,5.0,2.2,1.6,3.4,Yes,6.6,Average,6,No,0.2,Medium,34,5
660,40,Female,Adult,Working,IT Services,8.7,3.4,4.4,4.3,No,6.0,Average,8,Yes,0.2,Low,32,4
661,24,Female,Adult,Working,Education,3.9,3.0,4.5,0.5,No,6.8,Average,8,No,0.2,High,62,4
662,65,Female,Senior,Non-Working,Retired,3.9,1.1,3.7,0.5,Yes,5.5,Average,10,No,2.1,High,88,2
663,28,Male,Adult,Working,Education,7.6,3.6,0.4,7.2,Yes,6.9,Average,6,Yes,0.4,Medium,22,9
664,25,Male,Adult,Working,Healthcare,9.9,4.6,0.4,9.5,No,7.1,Good,8,Yes,1.5,Low,54,8
665,69,Female,Senior,Non-Working,Retired,4.0,3.3,2.4,1.6,Yes,5.0,Average,1,No,2.3,High,87,8
